sentence,label
I checked the expiry date on my hearing aid batteries after dinner,1
I went to the assisted living facility for a checkup in the afternoon,1
I updated my support person about my rash during the day,1
I used the e-reader for doing a puzzle for a few minutes,0
I called the specialist to confirm my visit in the morning,1
I scheduled an appointment with the gastroenterologist in the evening,1
I practiced playing board games for a while after breakfast,0
I called the therapist to confirm my visit after breakfast,1
I practiced doing puzzles for a few minutes during the day,0
I wore my CPAP machine as the doctor advised after dinner,1
I updated my assistant about my mood changes at night,1
I spent for a while on my speaker in the afternoon,0
I invited Bob over for some traveling after dinner,0
I helped Alice with folding laundry for an hour,0
I helped Alice with watering the plants for two hours,0
I checked the expiry date on my heart rate monitor in the afternoon,1
I invited David over for some gardening after dinner,0
I noticed the cleaning supplies was dusty while I was gardening during the day,0
I set a reminder to take my oxygen tank during the day,1
I really enjoyed painting in the evening,0
I practiced my rehab exercises with the acupuncturist at night,1
I followed my symptom tracking plan before bed,1
I practiced my emergency preparedness plan with the physiotherapist before bed,1
I wore my medical bracelet as the doctor advised after breakfast,1
I put the tools back where it belongs after dinner,0
I checked the expiry date on my denture cream at night,1
I put the phone back where it belongs in the morning,0
I set a reminder to take my heart rate monitor in the evening,1
I helped Eve with mopping the floor for a few minutes,0
my caregiver helped me with my blood test in the evening,1
I practiced gardening for a while before bed,0
I invited Ivan over for some collecting stamps in the afternoon,0
I set a reminder to take my pills at night,1
I was using the phone to look up more about playing music after dinner,0
I called the acupuncturist to confirm my visit after dinner,1
I really enjoyed collecting stamps in the morning,0
I used my mobility scooter to get to the kitchen in the afternoon,1
I called the physiotherapist to confirm my visit in the evening,1
I practiced my appointment with the pulmonologist in the evening,1
I talked to Eve about meditation for a while,0
I updated my spouse about my dizziness in the evening,1
I practiced my diet plan with the rheumatologist at night,1
I asked my family to remind me about the health monitoring in the morning,1
I was using the smartwatch to look up more about gardening in the morning,0
I checked my calendar for the next pulmonologist visit in the afternoon,1
I helped Bob with washing dishes for a few minutes,0
I felt some shortness of breath so I rested after dinner,1
I invited Eve over for some dancing in the morning,0
I updated my caregiver about my headache before bed,1
I used the phone for cooking dinner for a while,0
I called the hospice worker to confirm my visit during the day,1
I noticed the decorations was dusty while I was knitting in the morning,0
my companion helped me with my therapy in the morning,1
I misplaced the TV while I was organizing the closet in the afternoon,0
I focused on folding laundry before bed,0
my family member helped me with my fall prevention measures before bed,1
I set a reminder to take my vitamins in the evening,1
I spent for a while doing a puzzle with Heidi after breakfast,0
I checked my calendar for the next aesthetician visit before bed,1
I spent for a short time on my gaming console at night,0
I wore my mobility scooter as the doctor advised after dinner,1
I focused on sweeping the floor before bed,0
I applied the pills to my skin in the evening,1
I asked my family to remind me about the hydration reminder during the day,1
I invited Ivan over for some writing in the afternoon,0
I practiced my blood test with the gastroenterologist before bed,1
my support person helped me with my blood test in the evening,1
I spent for an hour on my headphones in the afternoon,0
I practiced volunteering for two hours before bed,0
